,Club,LastName,FirstName,Position,BaseSalary,GuaranteedCompensation,Year
2513,POR,Rincon,Sebastian,F,33750.0,33750.0,2012
2514,SJ,Ring,Brad,M,44100.0,44100.0,2012
2515,MTL,Rivas,Nelson,D,50000.0,50000.0,2012
2516,COL,Rivero,Martin,M,50004.0,50004.0,2012
2517,NE,Roach,Michael,F,33756.0,33756.0,2012
2518,CHI,Robayo,Rafael,M,100000.0,132500.0,2012
2519,TOR,Roberts,Quillan,GK,33750.0,33750.0,2012
2520,NY,Robles,Luis,GK,44000.04,46500.04,2012
2521,VAN,Robson,Barry,M,439999.92,596499.92,2012
2522,VAN,Rochat,Alain,D,170000.0,170000.0,2012
2523,DAL,Rodriguez,Carlos,D,55008.0,64383.0,2012
2524,CHI,Rolfe,Chris,F,174996.0,198329.33,2012
2525,HOU,Rolfe,Colin,F,44000.0,59000.0,2012
2526,CHV,Romero,Cesar,F,33750.0,33750.0,2012
2527,SEA,Rosales,Mauro,M,200000.0,225000.0,2012
2528,SEA,Rose,Andy,M,33756.0,33756.0,2012
2529,KC,Rosell,Oriol,M,90000.0,98750.0,2012
2530,LA,Rowe,Brian,GK,33750.0,33750.0,2012
2531,NE,Rowe,Kelyn,M,75000.0,156000.0,2012
2532,DC,Rozeboom,Lance,M,33756.0,33756.0,2012
2533,DC,Russell,Robbie,D-M,107000.0,109919.31,2012
2534,NY,Ruthven,Tyler,D,33750.0,33750.0,2012
2535,KC,Saad,Soony,F,44000.0,44000.0,2012
2536,RSL,Saborio,Alvaro,F,350000.0,405625.0,2012
2537,VAN,Salgado,Omar,F,90000.0,131868.67,2012
2538,DC,Salihi,Hamdi,F,305460.0,487460.0,2012
2539,SJ,Salinas,Shea,M,82000.0,87975.08,2012
2540,NY,Sam,Lloyd,F,120000.0,140250.0,2012
2541,DAL,Sanchez,Richard,GK,44000.0,45000.0,2012
2542,DC,Santos,Maicon,F,106400.0,113833.33,2012
2543,VAN,Sanvezzo,Camilo,F,200000.0,237500.0,2012
2544,KC,Sapong,CJ,F,65000.0,82000.0,2012
2545,DC,Saragosa,Marcelo,M,70000.0,74333.33,2012
2546,HOU,Sarkodie,Kofi,D,90000.0,135500.0,2012
2547,LA,Sarvas,Marcelo,M,135000.0,161875.0,2012
2549,LA,Saunders,Josh,GK,74545.0,77678.75,2012
2550,COL,Schmidt,Luis Eduardo,M-F,120000.0,139458.33,2012
2551,CLB,Schoenfeld,Aaron,F,33750.0,33750.0,2012
2552,RSL,Schuler,Chris,D,44000.0,44000.0,2012
2553,SEA,Scott,Zach,D,46314.0,46314.0,2012
2554,DAL,Sealy,Scott,F,50004.0,50004.0,2012
2555,SEA,Seamon,Michael,M,33750.0,33750.0,2012
2556,RSL,Sebastian,Juan,M,33750.0,33750.0,2012
2557,MTL,Sebrango,Eduardo,F,44000.0,44000.0,2012
2558,CHI,Segares,Gonzalo,D,210000.0,217750.0,2012
2559,DAL,Seitz,Chris,GK,75000.0,75000.0,2012
2560,NE,Sene,Saer,F,138000.0,148843.79,2012
2561,DC,Shanosky,Conor,D,70000.0,84218.83,2012
2563,DAL,Shea,Brek,M-D,310000.0,354000.0,2012
2564,NE,Shuttleworth,Robert,GK,44100.0,44100.0,2012
2565,TOR,Silva,Luis,M,44000.0,79000.0,2012
2566,NE,Simms,Clyde,M,75000.0,78333.33,2012
2567,KC,Sinovic,Seth,M-D,60000.0,66750.0,2012
2568,COL,Smith,Jamie,M,148992.0,158992.0,2012
2569,CHV,Smith,Ryan,M-F,160000.0,205666.67,2012
2570,POR,Smith,Steven,D,108000.0,120500.0,2012
2571,NE,Soares,AJ,D,76450.0,116450.0,2012
2572,SEA,Sodade,Babayele,F,33756.0,33756.0,2012
2573,NY,Solli,Jan Gunnar,M,185000.0,185000.0,2012
2574,POR,Songo'o,Franck,M,70000.0,70000.0,2012
2575,HOU,Soto,Josue,M,33750.0,38750.0,2012
2576,PHI,Soumare,Bakary,D,240000.0,280000.0,2012
2578,CLB,Speas,Ben,F,58000.0,58000.0,2012
2579,RSL,Steele,Jonny,M,44000.0,47562.5,2012
2580,LA,Stephens,Michael,M,72050.0,93300.0,2012
2581,SJ,Stephenson,Khari,M,190000.0,203333.33,2012
2582,SEA,Steres,Daniel,D,33750.0,33750.0,2012
2583,TOR,Stinson,Matthew,M,44000.0,44000.0,2012
2584,HOU,Sturgis,Nathan,D-M,89250.0,93500.0,2012
2585,MTL,Sutton,Greg,GK,65000.0,65000.0,2012
2586,VAN,Sylvestre,Brian,GK,33750.0,33750.0,2012
2587,NY,Tainio,Teemu,M,200000.0,205000.0,2012
2588,DC,Tan,Long,F,44000.0,44000.0,2012
2589,POR,Taylor,Christopher,D,33750.0,33750.0,2012
2590,HOU,Taylor,Jermaine,D,60375.0,65375.0,2012
2591,CLB,Tchani,Tony,M,105000.0,209000.0,2012
2592,VAN,Teibert,Russell,M,55000.0,60600.0,2012
2593,SEA,Tetteh,Michael,M,66000.0,83663.06,2012
2594,COL,Thomas,Hendry,M,187800.0,197800.0,2012
2595,KC,Thomas,Michael,M,55000.0,57963.21,2012
2596,MTL,Thomas,Shavar,D,80000.0,94666.67,2012
2597,CHI,Thompson,Wells,M,87188.0,95313.0,2012
2598,VAN,Thorrington,John,M,170000.0,170000.0,2012
2599,NE,Tierney,Chris,D-M,73125.0,74791.67,2012
2600,SEA,Tiffert,Christian,M,600000.0,625000.0,2012
2601,NE,Toja,Juan,M-F,180000.0,200000.0,2012
2602,DAL,Top,Jonathan,F,44100.0,44100.0,2012
2603,CHI,Tornaghi,Paolo,GK,33750.0,33750.0,2012
2604,PHI,Torres,Roger,M,116160.0,119285.0,2012
2605,CHV,Townsend,Casey,F,44000.0,79000.0,2012
2606,SJ,Tracy,Marcus,F,44000.04,44000.04,2012
2607,MTL,Ubiparipovic,Sinisa,M,55000.0,55000.0,2012
2608,VAN,Ulisses,Tiago,M,90000.0,103852.5,2012
2609,DAL,Ulloa,Victor,M,44000.0,46500.0,2012
2610,CHV,Vagenas,Peter,M,70000.0,85000.0,2012
2611,PHI,Valdes,Carlos,D,268000.0,268000.0,2012
2612,CHV,Valencia,John,D,50000.0,50000.0,2012
2613,POR,Valencia,Jose Adolfo,F,44000.0,44000.0,2012
2614,MTL,Valentin,Zarek,D,90000.0,142000.0,2012
2615,CLB,Vargas,Olman,F,170000.0,175000.0,2012
2616,RSL,Viana,David Junior,M,44000.04,47450.04,2012
2617,CHI,Videira,Michael,M,44100.0,44725.0,2012
2618,LA,Vilhelmsson,Christian,F,168000.0,190650.0,2012
2619,CHV,Villafana,Jorge,F,66000.0,67666.67,2012
2620,DAL,Villar,Ricardo,M,80004.0,80004.0,2012
2621,LA,Villareal,Joseph,M,33750.0,35625.0,2012
2622,CLB,Vukovich,Nemanja,D,108000.0,125500.0,2012
2623,NY,Vuolo,Jeremy,GK,44000.0,44000.0,2012
2624,COL,Wahl,Tyson,D,65000.0,86086.67,2012
2625,LA,Walker,Kenney,M,33750.0,33750.0,2012
2626,COL,Wallace,Anthony,D-M,63394.0,63394.0,2012
2627,POR,Wallace,Rodney,M-D,110000.0,159000.0,2012
2628,CHI,Walls,Tony,M,33750.0,33750.0,2012
2629,SJ,Ward,Tim,D,65000.0,65000.0,2012
2630,MTL,Warner,Collen,M-F,46725.0,60475.0,2012
2631,DAL,Warshaw,Bobby,D,46200.0,57450.0,2012
2632,KC,Warzycha,Konrad,M,33750.0,33750.0,2012
2633,VAN,Watson,Matt,M,65000.0,68501.98,2012
2634,HOU,Watson,Je-Vaughn,M,95000.0,111875.0,2012
2635,RSL,Watson-Siriboe,Kwame,D,48400.0,48400.0,2012
2636,HOU,Weaver,Cam,F,98175.0,106425.0,2012
2637,SEA,Weber,Andrew,GK,51996.0,58445.93,2012
2638,MTL,Wenger,Andrew,D/F,100000.0,202000.0,2012
2639,DC,White,Ethan,D,70000.0,86000.0,2012
2641,SEA,White,O'Brian,F,110000.0,110000.0,2012
2642,TOR,Wiedeman,Andrew,F,80000.0,123000.0,2012
2643,TOR,Williams,Dicoy,D,52500.0,52500.0,2012
2644,CLB,Williams,Josh,D,44100.0,44100.0,2012
2645,PHI,Williams,Sheanon,F,85000.0,90500.0,2012
2646,DC,Willis,Joe,GK,44100.0,44100.0,2012
2647,RSL,Wingert,Chris,D,145000.0,145000.0,2012
2648,PHI,Witkowski,Krystian,F,44000.04,44000.04,2012
2649,DC,Wolff,Josh,F,80004.0,80004.0,2012
2650,SJ,Wondolowski,Chris,M,300000.0,300000.0,2012
2651,DC,Woolard,Daniel,D,56250.0,56250.0,2012
2652,COL,Wynne,Marvell,D,250000.0,326666.67,2012
2653,VAN,Young-Pyo,Lee,D,140000.0,174200.0,2012
2654,SEA,Zakuani,Steve,F,110000.0,208000.0,2012
2655,COL,Zapata,Luis,D,65460.0,69043.33,2012
2656,SJ,Zayner,Jed,D,60000.0,61666.67,2012
2657,CHV,Zemanski,Ben,M,57690.0,60190.0,2012
2658,POR,Zizzo,Sal,F,73125.0,81414.06,2012
2659,KC,Zusi,Graham,F-M,105000.0,138812.5,2012
2660,VAN,Abdallah,Aminu,M,46500.0,46500.0,2013
2661,DAL,Acosta,Kellyn,M,46500.0,70500.0,2013
2662,VAN,Adekugbe,Samuel,D,46500.0,51500.0,2013
2663,TOR,Agbossoumonde,Gale,D,46500.0,53166.67,2013
2664,NE,Agudelo,Juan,F,145000.0,175000.0,2013
2665,NY,Akpan,Andre,F,67595.0,67595.0,2013
2666,SJ,Alas,Jaime,M,90000.0,91250.0,2013
2667,PHI,Albright,Chris,D,75000.0,75000.0,2013
2668,VAN,Alderson,Bryce,M,65000.0,80000.0,2013
2669,CHI,Alex,,M,110000.0,119950.0,2013
2670,NY,Alexander,Eric,M,70867.5,70867.5,2013
2671,POR,Alhassan,Kalif,M,80000.0,89250.0,2013
2672,SEA,Alonso,Osvaldo,M,210000.0,210000.0,2013
2673,NE,Alston,Kevin,D,145000.0,194000.0,2013
2674,CHV,Alvarez,Carlos,M,46500.0,81500.0,2013
2675,RSL,Alvarez,Yordany,M,46500.0,46500.0,2013
2676,CHI,Amarikwa,Quincy,F,46500.0,46500.0,2013
2677,CHI,Anangono,Juan Luis,F,120000.0,120000.0,2013
2678,PHI,Anding,Don,F,35125.0,35125.0,2013
2679,CHI,Anibaba,Jalil,D,91245.0,131245.0,2013
2680,CLB,Anor,Bernardo,M,46500.0,46500.0,2013
2681,CHV,Antunez,Daniel,M,65000.0,72500.0,2013
2682,TOR,Aparicio,Manuel,M,35125.0,35125.0,2013
2684,HOU,Arena,Anthony,D,35125.0,35125.0,2013
2685,COL,Armstrong,David,M,46500.0,55964.29,2013
2686,MTL,Arnaud,Davy,M,275000.0,290000.0,2013
2687,CLB,Arrieta,Jairo,F,216000.0,225375.0,2013
2688,HOU,Ashe,Corey,M,101250.0,105750.0,2013
2689,CHI,Atouba,Yazid,F,46500.0,51500.0,2013
2690,SJ,Attakora,Nana,D,61665.0,61665.0,2013
2691,RSL,Attinella,Jeff,GK,46500.0,46500.0,2013
2692,CHV,Avila,Eric,M,100000.0,120000.0,2013
2693,SJ,Baca,Rafael,M,49500.0,49500.0,2013
2694,DAL,Baladez,Bradlee,F,35125.0,36125.0,2013
2695,RSL,Balchan,Rich,D,35125.0,35125.0,2013
2696,SJ,Ballouchy,Mehdi,M,152006.0,152006.0,2013
2697,NY,Barklage,Brandon,M,65000.0,71428.54,2013
2698,NE,Barnes,Darrius,D,71467.0,72717.0,2013
2699,HOU,Barnes,Giles,M,175000.0,184187.5,2013
2700,CHI,Barouch,Orr,F,46500.0,46500.0,2013
2701,NE,Barrett,Chad,F,105000.0,110709.17,2013
2702,CLB,Barson,Chad,D,46500.0,46500.0,2013
2703,SEA,Bates,Will,F,35125.0,35125.0,2013
2704,RSL,Beckerman,Kyle,M,300000.0,328750.0,2013
2705,CLB,Beckie,Drew,D,35125.0,35125.0,2013
2706,SJ,Beitashour,Steven,D,49612.5,49612.5,2013
2707,TOR,Bekker,Kyle,M,46500.0,72750.0,2013
2708,RSL,Beltran,Anthony,D,166800.0,166800.0,2013
2709,TOR,Bendik,Joe,GK,46500.0,46500.0,2013
2710,NE,Bengtson,Jerry,F,132000.0,138840.0,2013
2711,DAL,Benitez,Jair,D,90000.0,90000.0,2013
2712,MTL,Bernardello,Hernan,M,250008.0,250008.0,2013
2713,SJ,Bernardez,Victor,D,100008.0,100008.0,2013
2714,MTL,Bernier,Patrice,F-M,143000.0,162333.25,2013
2715,CHI,Berry,Austin,D,63425.0,78425.0,2013
2716,CLB,Berti,Glauber,D,215000.0,263333.33,2013
2717,KC,Besler,Matt,D,180000.0,180000.0,2013
2718,KC,Bessone,Federico,D,46500.0,46500.0,2013
2719,KC,Bieler,Claudio,F,200000.0,200000.0,2013
2720,SJ,Bingham,David,GK,78100.0,122475.0,2013
2721,TOR,Bloom,Mark,D,46500.0,46500.0,2013
2722,CHV,Bocanegra,Carlos,D,228000.0,261333.33,2013
2723,CHI,Bone,Corben,M,46500.0,49000.0,2013
2724,HOU,Boniek Garcia,Oscar,F,130000.0,161250.0,2013
2725,RSL,Borchers,Nat,D,200004.0,211972.75,2013
2726,CHV,Borja,Carlos,D,46500.0,46500.0,2013
2727,HOU,Boswell,Bobby,D,220000.0,220000.0,2013
2728,NY,Bover,Ruben,M,35125.0,35125.0,2013
2729,CHV,Bowen,Tristan,F,125000.0,156363.63,2013
2730,TOR,Braun,Justin,F,112200.0,114700.0,2013
2731,MTL,Brovsky,Jeb,M,80000.0,84000.0,2013
2732,COL,Brown,Deshorn,F,65000.0,113000.0,2013
2733,HOU,Bruin,Will,F,120000.0,165000.0,2013
2734,HOU,Brunner,Eric,D,120000.0,120625.0,2013
2735,COL,Buddle,Edson,F,275000.0,275000.0,2013
2736,KC,Bunbury,Teal,F,110000.0,208000.0,2013
2737,SEA,Burch,Marc,D,75000.0,75000.0,2013
2738,CHV,Burling,Bobby,D,85000.0,88333.33,2013
2739,SJ,Busch,Jon,GK,165000.0,176333.33,2013
2740,MTL,Bush,Evan,GK,46500.0,46500.0,2013
2741,NY,Bustamante,Michael,M-D,46500.0,46500.0,2013
2742,NY,Cahill,Tim,M,3500000.0,3630000.0,2013
2743,COL,Calderon,Diego,D,50000.0,50000.0,2013
2744,NE,Caldwell,Scott,M,46500.0,54000.0,2013
2745,TOR,Caldwell,Steven,D,79999.98,89999.98,2013
2746,CHV,Calvert,Caleb,F,48000.0,55500.0,2013
2747,MTL,Camara,Hassoun,D/M,115000.0,126625.0,2013
2748,VAN,Cannon,Joe,GK,180500.0,189916.67,2013
2749,NY,Carney,David,M,144000.0,167000.0,2013
2750,HOU,Carr,Calen,F,90338.0,94588.0,2013
2751,HOU,Carrasco,Servando,M,46500.0,46500.0,2013
2752,PHI,Carroll,Brian,M,176400.0,176400.0,2013
2753,COL,Cascio,Tony,M,64900.0,98650.0,2013
2754,PHI,Casey,Conor,F,175000.0,175000.0,2013
2755,SEA,Caskey,Alex,M,46500.0,46500.0,2013
2756,NY,Castano,Santiago,GK,35125.0,35125.0,2013
2757,DAL,Castillo,Fabian,F,60000.0,66250.0,2013
2758,COL,Castrillon,Jaime,M,46500.0,46500.0,2013
2759,SJ,Cato,Cordell,F,48000.0,48000.0,2013
2760,COL,Ceus,Steward,GK,60000.0,70333.33,2013
2761,HOU,Chabala,Michael,M,55008.0,57508.0,2013
2762,POR,Chara,Diego,M,200004.0,243754.0,2013
2763,SJ,Chavez,Marvin,M,175000.0,175000.0,2013
2764,HOU,Ching,Brian,F,50000.0,75000.0,2013
2765,NY,Christianson,Ian,M,46500.0,46500.0,2013
2766,CHV,Chueca,Carlo,M,35125.0,35125.0,2013
2767,LA,Clark,Colin,M,80000.0,80000.0,2013
2768,HOU,Clark,Ricardo,M,274000.0,307750.0,2013
2769,VAN,Clarke,Caleb,F,46500.0,46500.0,2013
2770,LA,Cochrane,Greg,D,35125.0,35125.0,2013
2771,KC,Collin,Aurelien,D,250000.0,256250.0,2013
2772,TOR,Convey,Bobby,M,200000.0,215000.0,2013
2773,DAL,Cooper,Kenny,F,325000.0,342500.0,2013
2774,SJ,Corrales,Ramiro,M,60000.0,60000.0,2013
2775,CHV,Correa,Jose Erick,F,60000.0,60000.0,2013
2776,LA,Courtois,Laurent,M,46500.0,46500.0,2013
2777,HOU,Creavalle,Warren,D,46500.0,46500.0,2013
2778,MTL,Crepeau,Maxime,GK,35125.0,35125.0,2013
2779,SJ,Cronin,Sam,M,175000.0,177500.0,2013
2780,PHI,Cruz,Danny,M,120000.0,126500.0,2013
2781,LA,Cudicini,Carlo,GK,150000.0,150000.0,2013
2782,HOU,Cummings,Omar,F,225000.0,239000.0,2013
2783,PHI,Daniel,Keon,M,80004.0,82891.5,2013
2784,POR,Danso,Mamadou,D,83000.0,83000.0,2013
2785,VAN,Davidson,Jun Marques,M,74250.0,78019.66,2013
2786,NE,Davies,Charlie,F,48000.0,59250.0,2013
2787,HOU,Davis,Brad,M,325000.0,372062.5,2013
2788,CHV,de la Fuente,Bryan,F,35125.0,35125.0,2013
2789,CHV,de Luna,Mario,D,120000.0,120000.0,2013
2790,LA,DeLaGarza,AJ,D,120000.0,142500.0,2013
2791,DC,DeLeon,Nick,M,70400.0,105400.0,2013
2792,CHV,Delgado,Marco,M,50000.0,52500.0,2013
2793,MTL,DelPiccolo,Paolo,M,35125.0,35125.0,2013
2794,VAN,DeMerit,Jay,D,325000.0,375000.0,2013
2795,SEA,Dempsey,Clint,F,4910000.0,5040000.0,2013
2796,HOU,Deric,Tyler,GK,80000.0,87666.67,2013
2797,DC,DeRosario,Dwayne,M,600000.0,645333.33,2013
2798,MTL,Di Vaio,Marco,F,1000000.0,1940000.0,2013
2799,DAL,Diaz,Mauro,M,312000.0,398000.0,2013
2800,TOR,Dike,Bright,F,57750.0,60687.5,2013
2801,HOU,Dixon,Alex,M,49612.5,54612.5,2013
2802,LA,Donovan,Landon,F,2500000.0,2500000.0,2013
2803,NE,Dorman,Andy,M,125000.0,125000.0,2013
2804,PHI,Dos Santos,Gilberto,M,60000.0,80000.0,2013
2805,CHI,Dos Santos,Maicon,F,157000.0,164433.33,2013
2806,DC,Doyle,Conor,F,46500.0,46500.0,2013
2807,HOU,Driver,Andrew,M,95000.0,95000.0,2013
2808,NE,Duckett,Bilal,D,35125.0,35125.0,2013
2809,CHI,Duka,Dilaver,M,140000.0,273000.0,2013
2810,KC,Duke,Christian,D,35125.0,35125.0,2013
2812,LA,Dunivant,Todd,D,150000.0,156750.0,2013
2813,KC,Dwyer,Dom,F,65000.0,77500.0,2013
2814,DC,Dykstra,Andrew,GK,46500.0,46500.0,2013
2815,TOR,Earnshaw,Robert,F,138000.0,155150.0,2013
2816,TOR,Eckersley,Richard,D,210000.0,310000.0,2013
2817,PHI,Ekra,Yann,F,46500.0,46500.0,2013
2818,KC,Ellis,Kevin,D,46500.0,47250.0,2013
2819,TOR,Elmer,Jonas,D,124999.92,131488.2,2013
2820,NY,Espindola,Fabian,F,150000.0,150000.0,2013
2821,SEA,Estrada,David,F,48400.0,48400.0,2013
2822,SEA,Evans,Brad,F,167296.0,181046.0,2013
2823,POR,Evans,Steven,M,46500.0,46500.0,2013
2824,PHI,Fabinho,Fabinho,D,78000.0,82500.0,2013
2825,NE,Fagundez,Diego,F,99996.0,127196.0,2013
2826,CHV,Farfan,Gabriel,M,50820.0,50820.0,2013
2827,PHI,Farfan,Michael,M,98670.0,136170.0,2013
2828,NE,Farrell,Andrew,D,80000.0,161000.0,2013
2829,KC,Feilhaber,Benny,M,300000.0,312187.5,2013
2830,PHI,Fernandes,Leo,M,35125.0,35125.0,2013
2831,CHI,Fernandez,Alvaro,M,300000.0,366666.67,2013
2832,RSL,Fernandez,Eduardo,GK,35125.0,35125.0,2013
2833,DAL,Fernandez,Raul,GK,150000.0,237500.0,2013
2834,MTL,Ferrari,Matteo,D,240000.0,295475.0,2013
2835,DAL,Ferreira,David,M-F,625000.0,730000.0,2013
2836,RSL,Findley,Robbie,F,175000.0,205500.0,2013
2837,CLB,Finlay,Ethan,F,47300.0,62300.0,2013
2838,CLB,Finley,Ryan,F,46500.0,74000.0,2013
2839,CHV,Fondy,Matthew,F,46500.0,46500.0,2013
2840,SEA,Ford,Josh,GK,46500.0,46500.0,2013
2841,CHI,Francis,Shaun,D,46500.0,46500.0,2013
2842,LA,Franklin,Sean,D,225000.0,248333.33,2013
2843,TOR,Frei,Stefan,GK,145000.0,200000.0,2013
2844,CHV,Frias,Jaime,D,60000.0,60000.0,2013
2845,SJ,Fucito,Michael,MF,55000.0,57889.79,2013
2846,PHI,Gaddis,Raymon,D,46500.0,46500.0,2013
2847,DAL,Garcia,Danny,M,48000.0,64000.0,2013
2848,RSL,Garcia,Olmes,F,120000.0,120000.0,2013
2849,LA,Garcia,Rafael,M,46500.0,46500.0,2013
2850,KC,Gardner,Joshua,M,60000.0,60000.0,2013
2851,SJ,Gargan,Daniel,M,88000.0,88000.0,2013
2852,SJ,Garza,Sam,M,71500.0,98000.0,2013
2853,LA,Gaul,Bryan,F,46500.0,46500.0,2013
2854,CLB,Gaven,Eddie,M-F,190000.0,195000.0,2013
2855,SEA,Gavin,Blair,M,35125.0,35125.0,2013
2856,CLB,Gehrig,Eric,M,46500.0,46500.0,2013
2857,CLB,George,Kevan,M,46500.0,46500.0,2013
2858,RSL,Gil,Luis,M,118750.0,213833.33,2013
2859,POR,Gleeson,Jake,GK,60000.0,63263.75,2013
2860,DAL,Goncalves,Jackson,D,144000.0,165375.0,2013
2861,NE,Goncalves,Jose,D,75000.0,104375.0,2013
2862,DAL,Gonzalez,Jesse,GK,35125.0,35125.0,2013
2863,SEA,Gonzalez,Leonardo,D,135000.0,135000.0,2013
2864,LA,Gonzalez,Omar,D,205000.0,282000.0,2013
2865,SJ,Goodson,Clarence,D,315000.0,342000.0,2013
2866,SJ,Gordon,Alan,F,175000.0,196666.67,2013
2867,RSL,Grabavoy,Ned,M,155000.0,161666.67,2013
2868,COL,Griffiths,Brenton,D,35125.0,35125.0,2013
2869,RSL,Grossman,Cole,M,46500.0,46500.0,2013
2870,CLB,Gruenebaum,Andy,GK,92220.0,93886.67,2013
2871,SEA,Gspurning,Michael,GK,210000.0,285000.0,2013
2872,CHI,Gulley,Kellen,F,65000.0,79000.0,2013
2873,NE,Guy,Ryan,F,48510.0,48510.0,2013
2874,SEA,Hahnemann,Marcus,GK,60000.0,60000.0,2013
2875,TOR,Hall,Jeremy,D,80000.0,90000.0,2013
2876,HOU,Hall,Tally,GK,185000.0,198500.0,2013
2877,DC,Hamid,Bill,GK,75000.0,89750.0,2013
2878,SJ,Harden,Ty,D,65000.0,68415.21,2013
2879,POR,Harrington,Michael,M-D,140000.0,166833.33,2013
2880,COL,Harris,Atiba,M-F,165000.0,173275.0,2013
2881,NY,Hartman,Kevin,GK,46500.0,54000.0,2013
2882,VAN,Harvey,Jordan,D,112500.0,112500.0,2013
2883,DAL,Hassli,Eric,F,237276.0,262276.0,2013
2884,DAL,Hedges,Matt,D,49500.0,64500.0,2013
2885,VAN,Heinemann,Tommy,F,51975.0,51975.0,2013
2886,TOR,Henry,Doneil,D,50000.0,62083.33,2013
2887,NY,Henry,Thierry,F,3750000.0,4350000.0,2013
2888,PHI,Hernandez,Cristhian,M,62500.0,64375.0,2013
2889,SJ,Hernandez,Jason,D,205000.0,208333.33,2013
2890,DAL,Hernandez,Moises,D,46500.0,48125.0,2013
2892,VAN,Hertzog,Corey,F,50004.0,60670.67,2013
2893,CLB,Higuain,Federico,M-F,440000.0,604000.0,2013
2894,COL,Hill,Kamani,M,46500.0,46500.0,2013
2895,LA,Hoffman,Chandler,F,71500.0,97500.0,2013
2896,NY,Holgersson,Markus,D,199500.0,199500.0,2013
2897,PHI,Hoppenot,Antoine,F,48400.0,48400.0,2013
2898,POR,Horst,David,D,70000.0,70000.0,2013
2899,NE,Horth,Matthew,F,35125.0,35125.0,2013
2900,CLB,Horton,Aaron,F,65000.0,80500.0,2013
2901,VAN,Hurtado,Erik,F/M,46500.0,81500.0,2013
2902,SEA,Hurtado,Jhon Kennedy,D,190000.0,190000.0,2013
2903,CLB,Hyland,Kyle,D,35125.0,35125.0,2013
2904,SEA,Ianni,Patrick,D,150000.0,150000.0,2013
2905,DC,Iapichino,Dennis,D,110000.0,110000.0,2013
2906,DAL,Ihemelu,Ugo,D,200000.0,200000.0,2013
2907,NE,Imbongo,Dimitry,F,90000.0,99875.0,2013
2908,CHV,Iraheta,Marvin,M,46500.0,46500.0,2013
2909,COL,Irwin,Clint,GK,35125.0,35125.0,2013
2910,DAL,Jacobson,Andrew,M,122500.0,135000.0,2013
2911,SJ,Jahn,Adam,F,35125.0,35125.0,2013
2912,DC,Jakovic,Dejan,D,280000.0,303341.33,2013
2913,CHV,Jazic,Ante,D,132187.5,132187.5,2013
2914,POR,Jean-Baptiste,Andrew,D,65000.0,80000.0,2013
2915,DC,Jeffrey,Jared,M,54000.0,60200.0,2013
2916,POR,Jewsbury,Jack,D,185000.0,194750.0,2013
2917,LA,Jimenez,Hector,M,46500.0,46500.0,2013
2918,DAL,John,George,D,275000.0,301666.67,2013
2919,SEA,Johnson,Eddie,F,150000.0,156333.33,2013
2920,HOU,Johnson,Jason,F,70000.0,111000.0,2013
2921,POR,Johnson,Ryan,M,144704.0,144704.0,2013
2922,CHI,Johnson,Sean,GK,120000.0,153000.0,2013
2923,POR,Johnson,Will,F,243750.0,243750.0,2013
2924,PHI,Jordan,Greg,M,46500.0,46500.0,2013
2925,KC,Joseph,Peterson,M,46500.0,46500.0,2013
2926,SEA,Joseph,Shalrie,M,60000.0,105500.0,2013
2927,CHI,Jumper,Hunter,D,35125.0,35125.0,2013
2928,LA,Juninho,,M,290000.0,290000.0,2013
2929,POR,Kah,Pa Modou,D,63999.96,68999.96,2013
2930,CHI,Kann,Alec,GK,35125.0,35125.0,2013
2931,PHI,Kassel,Matt,M,46500.0,46500.0,2013
2932,LA,Keane,Robbie,F,4000000.0,4330000.0,2013
2933,DAL,Keel,Stephen,D,46500.0,46500.0,2013
2934,DC,Kemp,Taylor,D,35125.0,35125.0,2013
2935,KC,Kempin,Jonathan,GK,60000.0,67083.33,2013
2936,CHV,Kennedy,Dan,GK,192500.0,194166.67,2013
2937,NY,Kimura,Kosuke,D,100000.0,100000.0,2013
2938,COL,Kindle,Kory,D,35125.0,35125.0,2013
2939,CHI,King,Brendan,M,35125.0,35125.0,2013
2940,CHI,Kinney,Steven,D,46500.0,46500.0,2013
2941,DC,Kitchen,Perry,D,105000.0,190450.0,2013
2942,VAN,Klazura,Greg,D,46500.0,46500.0,2013
2943,PHI,Kleberson,Jose,M,495000.0,495000.0,2013
2944,COL,Klute,Chris,D,46500.0,46500.0,2013
2945,VAN,Knighton,Brad,GK,66000.0,68600.0,2013
2946,VAN,Kobayashi,Daigo,M,225000.0,238833.33,2013
2947,POR,Kocic,Milos,GK,49612.0,49612.0,2013
2948,TOR,Koevermans,Danny,F,1250000.0,1660000.0,2013
2949,VAN,Koffie,Gershon,M,165000.0,176000.0,2013
2950,TOR,Konopka,Chris,GK,46500.0,46500.0,2013
2951,DC,Korb,Chris,D,49613.0,49613.0,2013
2952,KC,Kronberg,Eric,GK,76835.0,76835.0,2013
2953,TOR,Laba,Matias,M,200000.0,200000.0,2013
2954,COL,LaBrocca,Nick,M,120000.0,138333.33,2013
2955,NY,Lade,Connor,D,55000.0,59213.21,2013
2956,PHI,Lahoud,Michael,M,90000.0,93333.33,2013
2957,TOR,Lambe,Reggie,M,67500.0,70000.0,2013
2958,CLB,Lampson,Matt,GK,46500.0,46500.0,2013
2959,CHI,Larentowicz,Jeff,D,225000.0,231000.0,2013
2960,NE,Latigue,Gabe,M,35125.0,35125.0,2013
